               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.041016,            0.046134,            0.014816,             0.83736,             0.74359,             0.66304,             0.36054,            0.034498,            0.084879,           0.0099972,           0.0030254,           0.0030254,            0.053125
                 100,             0.05977,            0.045429,            0.013817,             0.64943,             0.70473,             0.53651,             0.23433,            0.057075,             0.08706,            0.011098,            0.003024,            0.003024,            0.052624
                 101,            0.056978,            0.054997,            0.015747,             0.78039,             0.34151,             0.33905,            0.098565,             0.04578,            0.083866,            0.010949,            0.003022,            0.003022,            0.052122
                 102,            0.056941,            0.046069,            0.016113,             0.73193,             0.74319,             0.67188,             0.26725,            0.048731,             0.08638,            0.010699,           0.0030194,           0.0030194,            0.051619
                 103,             0.05479,            0.043477,            0.015945,             0.81725,             0.74144,             0.67785,              0.2846,            0.041111,            0.081737,            0.011395,           0.0030162,           0.0030162,            0.051116
                 104,             0.05252,            0.043833,            0.014403,             0.73455,             0.73109,              0.6552,             0.31164,            0.053026,            0.083388,            0.010843,           0.0030124,           0.0030124,            0.050612
                 105,            0.055928,            0.039284,            0.016102,              0.6694,             0.73093,              0.6181,              0.2946,            0.036021,            0.084754,            0.011514,            0.003008,            0.003008,            0.050108
                 106,            0.050055,            0.041757,            0.015809,              0.6563,             0.72468,             0.63111,             0.25932,            0.048115,            0.085103,            0.010631,            0.003003,            0.003003,            0.049603
                 107,            0.053691,            0.041345,            0.015558,             0.88356,             0.72404,             0.69236,             0.30789,            0.046699,            0.086423,            0.010618,           0.0029974,           0.0029974,            0.049097
                 108,             0.05169,            0.040926,            0.015524,              0.8415,             0.72848,             0.68119,             0.32179,            0.047816,            0.083119,            0.010602,           0.0029913,           0.0029913,            0.048591
                 109,            0.047666,            0.040754,            0.015855,               0.775,             0.72468,             0.66642,             0.35633,            0.043163,            0.085577,            0.011246,           0.0029846,           0.0029846,            0.048085
                 110,            0.053435,            0.044649,            0.016849,             0.68718,             0.72468,             0.62928,             0.34626,            0.041052,             0.08571,            0.011481,           0.0029773,           0.0029773,            0.047577
                 111,            0.050808,            0.041417,            0.015629,             0.86847,             0.72468,             0.69136,             0.34179,            0.043923,             0.08349,            0.011047,           0.0029696,           0.0029696,             0.04707
                 112,            0.053761,            0.045018,            0.016007,             0.69558,             0.72435,             0.64913,             0.31595,            0.043986,            0.084615,            0.010896,           0.0029613,           0.0029613,            0.046561
                 113,            0.052404,            0.041552,            0.013999,             0.90721,             0.72158,             0.68668,             0.37311,            0.039637,            0.085047,            0.011299,           0.0029525,           0.0029525,            0.046052
                 114,            0.047711,            0.043699,            0.014882,             0.90904,             0.72383,             0.69449,             0.33599,            0.037651,            0.082172,            0.010769,           0.0029431,           0.0029431,            0.045543
                 115,            0.044535,            0.043623,            0.014292,             0.76516,             0.64135,             0.58364,             0.28427,            0.041439,            0.085182,            0.010677,           0.0029333,           0.0029333,            0.045033
                 116,            0.048169,            0.042368,            0.014887,             0.92668,             0.72434,             0.69605,             0.33747,            0.038641,            0.084763,            0.010868,           0.0029231,           0.0029231,            0.044523
                 117,            0.045871,            0.043041,            0.014774,             0.87732,             0.64135,             0.59621,              0.2882,            0.048725,            0.083305,            0.010484,           0.0029123,           0.0029123,            0.044012
                 118,            0.049643,            0.041936,            0.014841,             0.91196,             0.71743,             0.68997,             0.28791,            0.041624,            0.082318,            0.010637,           0.0029011,           0.0029011,            0.043501
                 119,            0.045364,            0.039028,            0.014877,             0.86867,             0.71827,             0.67127,             0.31298,            0.033612,            0.083449,            0.010605,           0.0028895,           0.0028895,            0.042989
                 120,            0.048134,            0.040771,            0.015206,             0.90397,             0.73109,             0.69563,             0.36671,            0.035071,            0.083927,             0.01059,           0.0028774,           0.0028774,            0.042477
                 121,            0.047385,            0.042883,            0.014571,             0.91173,             0.73109,             0.69379,             0.38479,             0.03545,            0.083813,            0.010599,           0.0028649,           0.0028649,            0.041965
                 122,            0.047294,            0.042443,            0.014321,             0.85606,             0.72468,             0.68731,             0.38241,            0.044007,             0.08314,            0.010207,           0.0028521,           0.0028521,            0.041452
                 123,            0.048278,             0.04171,            0.014176,             0.91498,              0.7241,             0.69742,             0.39685,            0.034384,            0.082347,            0.010712,           0.0028388,           0.0028388,            0.040939
                 124,            0.045623,            0.043911,            0.015116,             0.91145,             0.70547,             0.69883,              0.4033,            0.042822,            0.082577,            0.010881,           0.0028252,           0.0028252,            0.040425
                 125,            0.045114,            0.042192,            0.014266,             0.92608,             0.70232,             0.69864,             0.35992,            0.042291,             0.08643,            0.012045,           0.0028112,           0.0028112,            0.039911
                 126,            0.044828,            0.042687,            0.014596,              0.8362,             0.73093,             0.68417,             0.27797,            0.045042,            0.084072,            0.011047,           0.0027968,           0.0027968,            0.039397
                 127,            0.042209,            0.044302,            0.014402,              0.8635,             0.73093,             0.68514,              0.3063,            0.043002,            0.083819,            0.010376,           0.0027822,           0.0027822,            0.038882
                 128,            0.046508,            0.039691,            0.013951,             0.85518,             0.70529,             0.64916,             0.32381,            0.042173,            0.083182,            0.010702,           0.0027672,           0.0027672,            0.038367
                 129,            0.040115,            0.040643,            0.014778,             0.90564,             0.62226,             0.65968,             0.37796,            0.041748,             0.10662,            0.015573,           0.0027519,           0.0027519,            0.037852
                 130,            0.043969,            0.041795,            0.013697,             0.91831,             0.61107,              0.6475,             0.37688,            0.047942,             0.11403,            0.017703,           0.0027364,           0.0027364,            0.037336
                 131,            0.039349,             0.04118,             0.01371,             0.91013,             0.64811,             0.68411,             0.40345,            0.034978,            0.088281,            0.012884,           0.0027205,           0.0027205,            0.036821
                 132,            0.042607,            0.036455,            0.014406,             0.92444,             0.70782,             0.69616,             0.39907,            0.036759,            0.083976,            0.011258,           0.0027045,           0.0027045,            0.036304
                 133,            0.043385,            0.042582,            0.013474,             0.90224,             0.72962,              0.7039,             0.32079,            0.032678,            0.082742,            0.010106,           0.0026882,           0.0026882,            0.035788
                 134,            0.044125,            0.042658,              0.0132,             0.93003,             0.73113,             0.70734,             0.37226,            0.028524,            0.082201,            0.010062,           0.0026716,           0.0026716,            0.035272
                 135,             0.04135,            0.042308,            0.013799,             0.92369,             0.72167,             0.70522,             0.37691,            0.033335,            0.082474,           0.0099967,           0.0026549,           0.0026549,            0.034755
                 136,            0.046838,            0.040793,            0.014284,             0.90082,             0.59017,             0.62274,             0.33574,            0.056185,             0.13322,            0.018007,            0.002638,            0.002638,            0.034238
                 137,            0.039879,            0.042349,            0.013527,             0.91971,             0.71334,             0.69662,             0.40483,            0.035166,            0.083379,           0.0099344,           0.0026209,           0.0026209,            0.033721
                 138,            0.042175,            0.043111,            0.012773,             0.92634,             0.72829,             0.70696,             0.34738,            0.040497,            0.083318,            0.010024,           0.0026037,           0.0026037,            0.033204
                 139,             0.03968,             0.03918,            0.013256,             0.90245,             0.73062,             0.70489,             0.37197,            0.038523,            0.084482,            0.010062,           0.0025863,           0.0025863,            0.032686
                 140,            0.043675,             0.03911,             0.01378,             0.91968,             0.73361,             0.70855,             0.38931,            0.029637,            0.083231,            0.010287,           0.0025688,           0.0025688,            0.032169
                 141,             0.03733,            0.037904,            0.013193,             0.92713,             0.73466,             0.70655,              0.3716,            0.032963,            0.082862,            0.010216,           0.0025512,           0.0025512,            0.031651
                 142,            0.040591,            0.037735,            0.012294,             0.84866,              0.7218,             0.68888,             0.33555,            0.031364,            0.083552,            0.010127,           0.0025335,           0.0025335,            0.031134
                 143,            0.042265,            0.040419,            0.012787,             0.85832,             0.73262,             0.69344,             0.36338,             0.03273,            0.082107,           0.0099559,           0.0025158,           0.0025158,            0.030616
                 144,            0.040003,            0.039996,            0.013205,             0.85695,             0.73718,             0.68991,              0.3434,            0.035631,            0.082314,           0.0096553,            0.002498,            0.002498,            0.030098
                 145,            0.041831,            0.041767,            0.014116,             0.92717,             0.73266,             0.70264,             0.34005,             0.02822,            0.082453,           0.0099665,           0.0024802,           0.0024802,             0.02958
                 146,            0.038826,             0.04068,            0.013132,             0.92832,             0.72993,             0.70725,             0.31522,            0.031113,             0.08316,            0.010053,           0.0024624,           0.0024624,            0.029062
                 147,            0.037721,            0.039873,            0.013028,             0.85777,             0.73073,              0.6872,             0.32818,            0.031615,             0.08347,            0.010063,           0.0024446,           0.0024446,            0.028545
                 148,            0.038765,            0.040112,            0.012887,             0.85011,             0.71888,             0.68785,              0.3618,            0.029763,            0.082346,            0.010011,           0.0024268,           0.0024268,            0.028027
                 149,            0.039519,             0.04064,            0.013546,             0.86211,             0.71624,              0.6827,             0.36915,            0.026269,            0.082638,           0.0099286,            0.002409,            0.002409,            0.027509
                 150,            0.039196,            0.042646,            0.012763,             0.86347,             0.72054,             0.68517,             0.39791,            0.029605,            0.083346,           0.0099153,           0.0023914,           0.0023914,            0.026991
                 151,            0.035474,            0.038718,            0.012796,             0.86484,             0.72496,             0.68405,              0.3473,             0.03437,            0.083436,           0.0097762,           0.0023738,           0.0023738,            0.026474
                 152,            0.038209,            0.036381,            0.012414,             0.85979,             0.73705,             0.68156,             0.35676,            0.033425,             0.08194,           0.0096912,           0.0023563,           0.0023563,            0.025956
                 153,            0.038332,            0.037723,            0.012605,             0.93536,             0.63843,             0.67073,             0.34974,            0.029788,             0.08224,           0.0095852,           0.0023389,           0.0023389,            0.025439
                 154,            0.035042,            0.040267,            0.012403,             0.86398,             0.73091,             0.68412,             0.33725,            0.030693,            0.083354,           0.0097411,           0.0023217,           0.0023217,            0.024922
                 155,            0.036463,            0.037306,            0.012568,             0.86321,             0.73172,             0.69124,             0.36036,            0.028537,            0.081776,           0.0099136,           0.0023046,           0.0023046,            0.024405
                 156,            0.036124,            0.037562,            0.012835,             0.92866,             0.72533,             0.70962,              0.3744,            0.033345,            0.082115,            0.009771,           0.0022877,           0.0022877,            0.023888
                 157,            0.039259,             0.04075,              0.0124,             0.93009,             0.70043,             0.70588,             0.36505,            0.032522,            0.084085,           0.0098969,            0.002271,            0.002271,            0.023371
                 158,            0.034744,             0.03815,             0.01216,             0.93374,             0.70726,             0.70832,             0.33523,            0.032036,            0.083884,           0.0098371,           0.0022545,           0.0022545,            0.022854
                 159,            0.032823,            0.038572,            0.012878,             0.92569,             0.73269,             0.71712,             0.34543,            0.030749,            0.083985,           0.0093849,           0.0022382,           0.0022382,            0.022338
                 160,            0.037994,            0.039338,             0.01225,             0.92707,              0.7327,             0.72592,             0.39387,            0.033327,            0.083164,            0.009392,           0.0022222,           0.0022222,            0.021822
                 161,            0.033509,            0.039312,             0.01201,             0.92866,             0.71322,             0.71509,             0.33111,            0.035725,            0.087699,           0.0092043,           0.0022065,           0.0022065,            0.021306
                 162,            0.039525,            0.041745,            0.012341,             0.92997,             0.72021,             0.72497,             0.30415,            0.035973,            0.087599,           0.0092314,            0.002191,            0.002191,            0.020791
                 163,            0.035671,            0.040114,             0.01236,             0.91246,             0.69878,             0.71169,             0.27373,            0.042142,            0.089562,           0.0092321,           0.0021759,           0.0021759,            0.020276
                 164,            0.041662,            0.039457,            0.012028,             0.92993,             0.70432,             0.72051,             0.33407,            0.041915,            0.084037,           0.0092142,           0.0021611,           0.0021611,            0.019761
                 165,            0.036627,            0.039622,              0.0116,             0.93278,             0.69913,             0.70773,             0.37156,            0.034621,             0.08452,           0.0088336,           0.0021466,           0.0021466,            0.019247
                 166,            0.036093,            0.038298,             0.01182,             0.93119,             0.68647,             0.70421,             0.34262,            0.036005,            0.084444,           0.0088303,           0.0021326,           0.0021326,            0.018733
                 167,            0.034724,             0.03779,            0.012009,             0.93101,             0.69816,             0.70203,             0.36604,            0.026556,            0.083659,           0.0090025,           0.0021189,           0.0021189,            0.018219
                 168,             0.03587,            0.039994,            0.011838,              0.9327,             0.71662,             0.70467,             0.38495,             0.03004,            0.083326,           0.0092197,           0.0021056,           0.0021056,            0.017706
                 169,            0.035965,            0.040148,            0.011573,             0.86991,             0.70955,              0.6897,             0.37339,            0.029435,            0.083247,           0.0093473,           0.0020927,           0.0020927,            0.017193
                 170,            0.038063,             0.04239,            0.011505,             0.93049,             0.66509,             0.71461,             0.38403,            0.031377,            0.082886,           0.0094857,           0.0020803,           0.0020803,             0.01668
                 171,            0.032948,            0.036833,            0.011617,              0.8672,              0.7081,             0.70852,             0.33574,            0.031922,             0.08375,           0.0092403,           0.0020684,           0.0020684,            0.016168
                 172,            0.033658,            0.038258,            0.011559,             0.86596,             0.73036,             0.73309,             0.38902,            0.028538,            0.083886,           0.0090426,           0.0020569,           0.0020569,            0.015657
                 173,            0.033696,            0.038426,            0.012181,             0.86563,             0.73472,             0.72933,             0.41866,             0.02511,            0.084057,           0.0087925,            0.002046,            0.002046,            0.015146
                 174,            0.037458,            0.039265,            0.011945,             0.86719,             0.72778,              0.7283,             0.40256,            0.025993,            0.084816,           0.0089492,           0.0020355,           0.0020355,            0.014636
                 175,            0.032939,            0.037399,            0.011442,              0.8586,             0.73043,             0.73093,             0.38765,            0.031015,            0.084455,           0.0085223,           0.0020256,           0.0020256,            0.014126
                 176,            0.036393,            0.037657,            0.012331,             0.85811,             0.72365,             0.73196,             0.39765,            0.030377,            0.085143,           0.0082899,           0.0020163,           0.0020163,            0.013616
                 177,            0.035103,            0.037291,            0.011289,             0.80475,             0.66847,             0.69117,             0.36908,            0.030924,             0.10098,           0.0091612,           0.0020076,           0.0020076,            0.013108
                 178,            0.034773,             0.04048,            0.011466,             0.86364,             0.70467,             0.72263,             0.38075,            0.033282,            0.085232,           0.0083499,           0.0019994,           0.0019994,            0.012599
                 179,            0.037581,            0.039891,            0.011015,             0.86447,             0.73302,             0.70476,             0.39701,            0.031463,            0.083096,           0.0085359,           0.0019919,           0.0019919,            0.012092
                 180,            0.032786,            0.036494,            0.011396,             0.86351,             0.73632,              0.7067,             0.33205,            0.034655,            0.082803,           0.0084031,            0.001985,            0.001985,            0.011585
                 181,            0.033764,            0.037535,            0.011733,             0.86466,             0.73229,             0.71444,             0.36855,            0.031076,            0.082685,           0.0082979,           0.0019787,           0.0019787,            0.011079
                 182,            0.033257,            0.039249,             0.01101,             0.86515,             0.71562,             0.75406,             0.38747,            0.030799,            0.083458,           0.0083533,           0.0019732,           0.0019732,            0.010573
                 183,            0.031459,            0.033307,            0.010993,             0.85876,             0.69715,              0.7721,             0.43787,            0.031842,            0.084267,           0.0082102,           0.0019683,           0.0019683,            0.010068
                 184,            0.034784,            0.036832,             0.01101,             0.85913,             0.70781,             0.76512,             0.41392,            0.032629,            0.084855,           0.0081281,           0.0019641,           0.0019641,           0.0095641
                 185,            0.036198,            0.036598,            0.011339,              0.9244,             0.63127,             0.76378,              0.4266,            0.030096,            0.083013,           0.0081253,           0.0019607,           0.0019607,           0.0090607
                 186,            0.034716,            0.034962,            0.010691,             0.92906,              0.6332,              0.7642,             0.42293,            0.029693,            0.083062,           0.0084745,            0.001958,            0.001958,            0.008558
                 187,             0.03484,             0.03622,            0.011632,             0.92806,             0.63568,             0.75992,              0.4155,            0.030293,            0.082102,           0.0084821,            0.001956,            0.001956,            0.008056
                 188,            0.033224,            0.036067,            0.010528,              0.9295,             0.63468,             0.74469,             0.39784,             0.03147,            0.082443,           0.0082505,           0.0019549,           0.0019549,           0.0075549
                 189,            0.034631,            0.038843,            0.011221,             0.82527,             0.72854,             0.70538,             0.41647,            0.028344,            0.082711,           0.0082192,           0.0019545,           0.0019545,           0.0070545
                 190,            0.031718,            0.037986,               0.011,             0.92617,             0.64183,             0.74912,             0.35944,            0.034342,            0.084997,           0.0082634,            0.001955,            0.001955,            0.006555
                 191,            0.031938,            0.036954,            0.010821,             0.92426,             0.63863,              0.7434,             0.40108,            0.032253,            0.082936,           0.0080587,           0.0019563,           0.0019563,           0.0060563
                 192,            0.033344,            0.038301,            0.010369,             0.92742,             0.62962,             0.75627,             0.40401,            0.033741,            0.082768,           0.0081159,           0.0019584,           0.0019584,           0.0055584
                 193,            0.034553,               0.039,            0.010743,             0.83016,             0.72839,             0.75818,             0.41112,            0.029475,            0.082174,           0.0081037,           0.0019614,           0.0019614,           0.0050614
                 194,            0.031503,            0.035056,             0.01091,             0.82284,             0.73016,             0.76448,             0.41566,            0.026484,            0.083056,           0.0080755,           0.0019653,           0.0019653,           0.0045653
                 195,            0.031663,            0.038612,            0.010663,             0.86933,             0.72146,              0.8056,             0.44702,            0.031138,             0.08246,           0.0079807,           0.0019701,           0.0019701,           0.0040701
                 196,            0.031625,            0.040741,            0.010747,             0.86864,               0.727,             0.81325,             0.43081,             0.03323,              0.0839,            0.008202,           0.0019758,           0.0019758,           0.0035758
                 197,            0.031068,            0.034045,            0.010404,             0.65303,             0.89559,             0.83566,              0.4186,             0.03215,             0.08415,           0.0080974,           0.0019824,           0.0019824,           0.0030824
                 198,             0.03434,            0.036956,            0.010485,             0.86888,             0.73141,             0.83423,             0.42876,            0.034207,            0.085128,           0.0080271,             0.00199,             0.00199,             0.00259
                 199,            0.032228,            0.039825,            0.010497,             0.92994,             0.71769,              0.8367,             0.38271,            0.035794,            0.090188,            0.008115,           0.0019985,           0.0019985,           0.0020985
